ECU_ADR;ECU_NAME;ECU_SGBD;ID_DATUM;ID_HW_NR;ID_BMW_NR;ID_SG_ADR;ECU_GRUPPE;ID_LIEF_NR;JOB_STATUS;_TEL_ANTWORT;_TEL_AUFTRAG;ECU_GROBNAME;ID_COD_INDEX;ID_DATUM_TAG;ID_LIEF_TEXT;ID_SW_NR_FSV;ID_SW_NR_MCV;ID_SW_NR_OSV;ID_SW_NR_RES;ID_VAR_INDEX;SERIENNUMMER;ID_DATUM_JAHR;ID_DIAG_INDEX;ID_DATUM_MONAT
64;Park Distance Control;PDC_65_2;12.07.2007;01;9145158;100;D_PDC;11;OKAY;9F,F1,64,5A,80,00,00,09,14,51,58,01,02,04,21,4C,57,20,07,07,12,11,00,0C,5F,09,0D,00,03,03,1E,00,00,00,55;;PDC;2;12;Valeo GmbH;9.13.0;0.12.95;3.3.30;0.0.0;19543;;2007;1057;7
65;Schaltzentrum Mittelkonsole;SZM_60;15.08.2006;03;9113064;101;D_BZM;5;OKAY;9F,F1,65,5A,80,00,00,09,11,30,64,03,04,07,18,44,55,20,06,08,15,05,00,15,1A,02,02,02,03,03,3C,00,00,00,FB;;BZM/SZM;4;15;Eaton;2.2.2;0.21.26;3.3.60;0.0.0;17493;;2006;1816;8
67;Zentrale Bedieneinheit Low;ECL60;10.09.2003;06;6944884;103;D_EC;22;OKAY;9F,F1,67,5A,80,00,00,06,94,48,84,06,00,07,20,45,5A,20,03,09,10,22,00,09,80,05,00,01,03,03,00,00,00,00,F6;;ZBE;0;10;Alps Electric Co. Ltd.;5.0.1;0.9.128;3.3.0;0.0.0;17754;;2003;1824;9
6D;Sitzmodul Fahrer;FAS_PLX;09.07.2007;02;9134648;109;D_FAS;24;OKAY;BC,F1,6D,5A,80,00,00,09,13,46,48,02,15,0C,50,53,4E,20,07,07,09,24,00,0A,14,07,0A,00,03,03,03,00,00,00,00,00,06,92,73,48,00,50,81,16,30,32,34,31,45,5A,30,30,32,34,31,45,5A,30,46,30,46,30,41,D8;;FAS;21;9;Temic;7.10.0;0.10.20;3.3.3;0.0.0;21326;000508116;2007;3152;7
6E;Sitzmodul Beifahrer;BFS_PLX;09.07.2007;02;9134648;110;D_BFS;24;OKAY;BC,F1,6E,5A,80,00,00,09,13,46,48,02,15,0C,50,53,4E,20,07,07,09,24,00,0A,12,07,0A,00,03,03,03,00,00,00,00,00,06,92,73,48,00,50,81,15,30,32,34,31,45,5A,30,30,32,34,31,45,5A,30,46,30,46,30,41,D6;;BFS;21;9;Temic;7.10.0;0.10.18;3.3.3;0.0.0;21326;000508115;2007;3152;7
18;Getriebesteuergerät GS19 D;GS19D;01.06.2007;10;7575795;24;D_EGS;8;OKAY;BC,F1,18,5A,80,00,00,07,57,57,95,10,05,02,04,53,4C,20,07,06,01,08,00,10,B2,C3,24,00,02,03,0A,00,00,00,00,00,07,56,99,80,23,60,71,38,30,34,37,39,53,39,30,30,34,37,39,53,39,30,54,33,36,30,5A,9A;;EGS;5;1;Robert Bosch GmbH;195.36.0;0.16.178;2.3.10;0.0.0;21324;023607138;2007;516;6
70;Lichtmodul mit Adaptiver Lichtsteuerung;LM_AHL_2;10.07.2007;08;9153273;112;D_LM;9;OKAY;BC,F1,70,5A,80,00,00,09,15,32,73,08,33,0D,60,53,52,20,07,07,10,09,00,10,70,03,5A,14,04,00,05,00,00,00,00,00,09,12,94,78,00,07,62,46,30,30,39,31,42,35,30,30,30,39,31,42,35,30,46,33,31,30,41,1B;;LM;51;10;Lear Corporation;3.90.20;0.16.112;4.0.5;0.0.0;21330;000076246;2007;3424;7
72;Karosserie Basis Modul;KBM_60;18.12.2006;C5;9151516;114;D_KBM;4;OKAY;9F,F1,72,5A,80,00,00,09,15,15,16,C5,08,07,30,45,54,20,06,12,18,04,00,15,AF,07,05,00,03,02,04,00,00,00,EF;;KBM;8;18;Siemens;7.5.0;0.21.175;3.2.4;0.0.0;17748;;2006;1840;12
73;Zentrales Info Display;CID_60;10.08.2006;20;9141809;115;D_CID;10;OKAY;9F,F1,73,5A,80,00,00,09,14,18,09,20,03,07,40,45,52,20,06,08,10,10,00,0A,83,73,45,00,03,01,02,00,00,00,B5;;CID;3;10;VDO;115.69.0;0.10.131;3.1.2;0.0.0;17746;;2006;1856;8
78;Klimabedienteil;IHKA60_2;12.07.2007;15;9155643;120;D_KLIMA;21;OKAY;9F,F1,78,5A,80,00,00,09,15,56,43,15,0D,07,92,47,4E,20,07,07,12,21,00,15,06,05,3A,FF,03,03,3C,00,00,00,E5;;KLIMA;13;12;Preh GmbH;5.58.255;0.21.6;3.3.60;0.0.0;18254;;2007;1938;7
41;Diebstahlwarnanlage;DWA_E65;06.07.2007;03;6980089;65;D_DWA;41;OKAY;9F,F1,41,5A,80,00,00,06,98,00,89,03,05,06,B0,4B,46,20,07,07,06,41,00,0D,48,05,0A,00,03,02,04,00,00,00,03;;DWA;5;6;Megamos;5.10.0;0.13.72;3.2.4;0.0.0;19270;;2007;1712;7
29;Dynamische Stabilitätskontrolle Plus Plus EHB;DSC_60PP;11.04.2007;05;6784153;41;D_DSC;8;OKAY;9F,F1,29,5A,80,00,00,06,78,41,53,05,04,0D,10,52,54,20,07,04,11,08,00,15,A4,05,0A,08,00,00,00,3C,29,44,2E;;DSC;4;11;Robert Bosch GmbH;5.10.8;0.21.164;0.0.0;60.41.68;21076;;2007;3344;4
62;MOST/CAN-Gateway (im CCC);CCCG60;04.07.2007;42;9160560;98;D_MOSTGW;10;OKAY;9F,F1,62,5A,80,00,00,09,16,05,60,42,06,09,D0,46,4D,20,07,07,04,10,00,0A,94,05,67,05,03,03,00,00,00,00,5B;;MOSTGW;6;4;VDO;5.103.5;0.10.148;3.3.0;0.0.0;17997;;2007;2512;7
60;Intrumentenkombi;KOMB60;10.07.2007;03;9153767;96;D_KOMBI;10;OKAY;9F,F1,60,5A,80,00,00,09,15,37,67,03,07,06,E0,53,59,20,07,07,10,10,00,15,B1,73,51,00,03,10,01,00,00,00,0E;;KOMBI;7;10;VDO;115.81.0;0.21.177;3.16.1;0.0.0;21337;;2007;1760;7
47;Antennentuner im CCC;ANT_60;04.07.2007;05;9160574;71;D_ANTTU;10;OKAY;9F,F1,47,5A,80,00,00,09,16,05,74,05,0A,06,D0,49,46,20,07,07,04,10,00,0A,94,06,13,00,00,00,00,00,00,00,B6;;ANTTU;10;4;VDO;6.19.0;0.10.148;0.0.0;0.0.0;18758;;2007;1744;7
54;Satellitenradio US;SAT_60;10.10.2006;02;9142850;84;D_RADIO;57;OKAY;9F,F1,54,5A,80,00,00,09,14,28,50,02,00,08,60,48,54,20,06,10,10,57,00,0E,98,03,13,00,03,01,02,00,00,00,B8;;RADIO;0;10;Visteon Innovation & Technology GmbH;3.19.0;0.14.152;3.1.2;0.0.0;18516;;2006;2144;10
53;Digital Tuner US;IBOC60;08.12.2006;03;9119362;83;D_IBOC;57;OKAY;9F,F1,53,5A,80,00,00,09,11,93,62,03,00,04,60,52,43,20,06,12,08,57,00,0E,84,03,0C,00,03,01,02,00,00,00,06;;IBOC;0;8;Visteon Innovation & Technology GmbH;3.12.0;0.14.132;3.1.2;0.0.0;21059;;2006;1120;12
37;Top HIFI Verstärker;AMP_60;11.07.2007;A23;9141002;55;D_AMP;49;OKAY;9F,F1,37,5A,80,00,00,09,14,10,02,D7,03,06,70,46,4E,20,07,07,11,49,00,09,72,07,03,01,03,01,03,00,00,00,C9;;AMP;3;11;Harman Becker Automotive Systems GmbH;7.3.1;0.9.114;3.1.3;0.0.0;17998;;2007;1648;7
1B;Variabler Ventiltrieb Bank 1 8 Z. N62, 12 Zyl. N73;VVT_B1_0;10.07.2007;20;7527781;27;D_VVT;10;OKAY;9F,F1,1B,5A,80,00,00,07,52,77,81,20,00,00,14,39,32,20,07,07,10,10,00,06,8F,06,FF,FF,00,FF,FF,00,00,00,5A;;VVT;0;10;VDO;6.255.255;0.6.143;0.255.255;0.0.0;14642;;2007;20;7
3F;Audio System Kontroller (im CCC);ASK_60;04.07.2007;C3;9160748;63;D_ASK;10;OKAY;9F,F1,3F,5A,80,00,00,09,16,07,48,C3,08,0A,00,49,45,20,07,07,04,10,00,0A,94,05,77,00,00,00,00,00,00,00,D6;;ASK;8;4;VDO;5.119.0;0.10.148;0.0.0;0.0.0;18757;;2007;2560;7
45;Regen- Licht-, und Solarsensor;RLSS70;09.07.2007;C2;9131980;69;D_RLS;3;OKAY;9F,F1,45,5A,80,00,00,09,13,19,80,C2,02,0E,70,00,01,20,07,07,09,03,02,01,00,06,0A,2D,00,08,00,00,08,14,45;;RLS;2;9;Hella Fahrzeugkomponenten GmbH;6.10.45;2.1.0;0.8.0;0.8.20;1;;2007;3696;7
36;Telematic Control Unit;TELE60_3;29.12.2006;18;9149614;54;D_TEL;84;OKAY;9F,F1,36,5A,80,00,00,09,14,96,14,18,12,06,32,53,57,20,06,12,29,84,00,16,96,03,02,00,FF,FF,FF,00,00,00,06;;TEL/MULF;18;29;TEMIC AUTOMOTIVE of NA;3.2.0;0.22.150;255.255.255;0.0.0;21335;;2006;1586;12
55;Plattform MULF2-High;ULF2_HI;06.07.2007;04;9149843;85;D_ISPB;20;OKAY;BC,F1,55,5A,80,00,00,09,14,98,43,04,11,10,30,55,45,20,07,07,06,20,00,12,19,02,15,2D,FF,FF,FF,00,00,00,00,00,09,14,65,90,77,58,55,91,30,32,30,32,33,55,30,30,32,30,32,33,55,30,46,41,31,30,41,6B;;ISPB;17;6;Harman Becker Automotive Systems;2.21.45;0.18.25;255.255.255;0.0.0;21829;077585591;2007;4144;7
A0;CCC Applikation;CCCA60;05.07.2007;C4;9160695;160;D_CCC;10;OKAY;9F,F1,A0,5A,80,00,00,09,16,06,95,C4,0A,09,30,4B,49,20,07,07,05,10,00,0A,94,07,B2,01,00,00,00,00,00,00,FA;;CCC;10;5;VDO;7.178.1;0.10.148;0.0.0;0.0.0;19273;;2007;2352;7
63;Car Comunication Computer;CCC_60;05.07.2007;C4;9160573;99;D_MMI;10;OKAY;9F,F1,63,5A,80,00,00,09,16,05,73,C4,05,06,F0,46,4C,20,07,07,05,10,00,0A,94,06,01,00,00,00,00,00,00,00,9D;;MMI/CCC;5;5;VDO;6.1.0;0.10.148;0.0.0;0.0.0;17996;;2007;1776;7
50;DWA Sirene und Neigungsgeber;SINE_65;25.06.2007;15;9124581;80;D_SINE;46;OKAY;9F,F1,50,5A,80,00,00,09,12,45,81,15,04,03,E0,00,01,20,07,06,25,46,00,00,00,04,05,03,00,00,00,00,00,00,3C;;SINE;4;25;Gemel;4.5.3;0.0.0;0.0.0;0.0.0;1;;2007;992;6
1E;Variabler Ventiltrieb Bank 2 8 Z. N62, 12 Zyl. N73;VVT_B2_0;10.07.2007;20;7527781;30;D_VVT2;10;OKAY;9F,F1,1E,5A,80,00,00,07,52,77,81,20,00,00,14,39,32,20,07,07,10,10,00,06,8F,06,FF,FF,00,FF,FF,00,00,00,5D;;VVT2;0;10;VDO;6.255.255;0.6.143;0.255.255;0.0.0;14642;;2007;20;7
;;;;;;;;;OKAY;;;;;;;;;;;;;;;
